age,job,marital,education,balance,housing,loan,y
59,unemployed,married,secondary,957,no,no,yes
33,management,single,tertiary,224,no,no,yes
36,blue-collar,married,unknown,444,no,no,no
35,management,married,tertiary,2161,no,no,yes
69,retired,married,unknown,426,no,no,yes
31,management,single,tertiary,147,no,no,yes
73,retired,married,primary,508,no,no,yes
76,retired,divorced,primary,802,no,no,yes
35,technician,married,secondary,294,yes,no,yes
28,management,single,tertiary,1825,no,no,yes
34,management,married,tertiary,158,no,no,yes
33,management,married,tertiary,0,yes,no,yes
36,services,married,secondary,4721,no,no,yes
44,management,married,unknown,282,no,no,yes
19,student,single,unknown,108,no,no,yes
29,management,single,tertiary,2344,yes,no,no
28,management,single,tertiary,187,no,no,yes
51,blue-collar,married,primary,3764,no,no,yes
52,unemployed,married,secondary,1416,no,no,yes
61,retired,married,secondary,2801,yes,yes,yes
51,admin.,divorced,tertiary,66,yes,no,no
29,admin.,single,secondary,1448,no,no,no
70,retired,married,unknown,647,no,no,no
46,management,divorced,tertiary,461,no,no,no
71,retired,married,primary,2171,no,no,no
39,management,married,tertiary,494,no,no,yes
58,management,married,tertiary,1016,no,no,no
37,management,married,tertiary,0,no,no,no
26,admin.,single,tertiary,3730,yes,no,no
79,retired,married,primary,3025,no,no,no
37,unemployed,married,secondary,1978,no,no,yes
29,management,single,tertiary,1351,no,no,no
75,retired,married,primary,1765,no,no,no
64,retired,married,primary,43,no,no,no
54,management,divorced,tertiary,7010,no,no,no
33,self-employed,married,tertiary,1676,yes,no,no
27,management,single,tertiary,948,yes,no,no
80,retired,married,primary,155,no,no,yes
46,blue-collar,married,secondary,640,yes,no,yes
61,admin.,married,secondary,4608,no,no,yes
72,retired,married,secondary,951,no,yes,yes
36,management,married,tertiary,495,no,no,yes
40,management,single,tertiary,1509,no,no,no
41,management,married,tertiary,298,no,no,no
33,technician,married,secondary,1,yes,no,no
27,student,single,secondary,3754,no,no,no
77,retired,married,primary,29340,no,no,yes
74,retired,married,tertiary,1843,no,no,yes
30,management,married,tertiary,1077,no,no,no
25,student,single,unknown,839,no,no,no
35,blue-collar,married,secondary,262,no,no,yes
42,admin.,married,secondary,16517,no,no,no
82,retired,divorced,primary,0,no,no,yes
33,admin.,single,secondary,206,yes,no,no
67,retired,divorced,primary,2027,no,no,yes
71,retired,married,tertiary,3561,no,no,yes
75,retired,divorced,primary,852,no,no,no
41,admin.,divorced,secondary,6046,yes,yes,yes
51,blue-collar,married,primary,3844,no,no,no
42,management,married,tertiary,1205,no,no,no
34,blue-collar,divorced,tertiary,12409,no,no,no
38,housemaid,single,secondary,465,yes,no,yes
38,management,married,unknown,76,no,no,yes
60,retired,married,secondary,8332,no,no,yes
47,housemaid,single,tertiary,3232,no,no,no
60,retired,divorced,secondary,514,no,no,yes
53,admin.,married,secondary,1796,no,no,yes
61,retired,married,secondary,5196,no,no,no
51,management,married,tertiary,1612,no,no,no
29,management,single,tertiary,874,yes,no,yes
70,retired,married,primary,3782,no,no,no
86,retired,married,primary,1817,no,no,no
64,retired,married,primary,2140,no,no,yes
32,management,single,tertiary,1619,no,no,no
28,admin.,married,secondary,897,no,no,no
35,unemployed,single,secondary,295,no,no,yes
31,student,single,tertiary,64,no,no,no
31,student,single,unknown,7826,no,no,no
22,self-employed,single,tertiary,780,no,no,yes
54,services,divorced,secondary,0,no,no,yes
59,retired,married,secondary,2126,no,no,no
35,admin.,married,secondary,304,no,no,yes
58,blue-collar,married,primary,1965,no,no,no
27,technician,single,tertiary,1976,no,no,no
46,management,divorced,tertiary,624,no,no,yes
25,blue-collar,single,secondary,303,no,no,yes
46,management,married,tertiary,273,yes,no,yes
59,management,married,tertiary,3342,no,no,yes
86,retired,married,secondary,1503,no,no,no
35,technician,single,secondary,1227,no,no,yes
52,technician,single,secondary,436,no,yes,yes
22,technician,single,secondary,283,yes,no,yes
31,management,single,tertiary,3384,no,no,yes
43,management,divorced,tertiary,2367,no,no,yes
35,management,single,tertiary,5958,yes,no,yes
60,admin.,married,secondary,3735,no,no,yes
37,technician,married,secondary,1458,no,no,no
54,management,married,secondary,2693,no,no,yes
27,management,single,tertiary,6791,no,no,no
72,retired,married,primary,4657,no,no,yes
42,,married,secondary,0,yes,yes,no
29,self-employed,single,tertiary,3290,no,no,yes
29,self-employed,single,tertiary,655,no,no,yes
30,student,single,secondary,1681,no,no,yes
28,management,single,tertiary,866,no,no,yes
43,services,married,secondary,774,no,no,yes
37,services,married,secondary,2678,no,no,yes
46,management,single,secondary,5993,no,no,no
62,management,married,tertiary,3371,no,no,yes
20,student,single,unknown,179,no,no,no
77,management,married,tertiary,5619,no,no,no
26,management,single,tertiary,1370,no,no,no
57,management,married,tertiary,10583,no,no,yes
58,services,married,secondary,307,no,no,no
26,student,married,tertiary,8750,no,no,no
57,housemaid,married,primary,780,no,no,no
33,management,single,tertiary,4176,no,no,yes
47,management,single,tertiary,334,yes,no,yes
60,retired,married,secondary,2060,no,no,no
39,,single,tertiary,393,no,no,yes
30,management,married,tertiary,2994,yes,no,no
82,retired,divorced,primary,1419,no,no,no
59,retired,married,primary,4007,no,no,no
72,retired,married,primary,0,no,no,no
35,admin.,married,tertiary,957,yes,no,no
70,management,married,tertiary,1295,no,no,no
30,self-employed,single,tertiary,916,no,no,yes
36,admin.,married,tertiary,1145,yes,no,no
45,technician,married,secondary,2981,yes,yes,no
31,management,single,tertiary,4319,yes,no,no
51,admin.,married,secondary,1204,no,no,no
31,management,single,tertiary,522,no,no,no
28,admin.,single,tertiary,832,no,no,yes
42,technician,married,secondary,2152,no,no,no
40,admin.,married,secondary,3126,yes,no,no
57,management,divorced,tertiary,3287,no,no,yes
23,services,single,secondary,488,no,no,yes
56,housemaid,single,tertiary,1947,no,no,yes
31,management,single,tertiary,9629,no,no,no
33,admin.,single,tertiary,7608,no,no,yes
44,admin.,divorced,tertiary,558,yes,no,yes
80,retired,divorced,primary,235,no,no,yes
47,management,married,tertiary,288,no,no,yes
27,student,single,secondary,6036,no,no,yes
27,self-employed,single,tertiary,1393,no,no,no
34,blue-collar,married,primary,1666,yes,no,no
26,,single,tertiary,3,yes,yes,yes
61,management,married,tertiary,0,yes,yes,no
50,technician,divorced,secondary,0,no,no,yes
84,retired,married,secondary,81204,no,no,yes
86,retired,married,primary,5236,no,no,yes
33,technician,single,secondary,234,no,no,no
46,management,married,unknown,2466,no,no,yes
26,management,single,tertiary,7628,no,no,no
45,technician,married,secondary,1348,no,yes,yes
60,blue-collar,married,primary,7929,no,no,yes
47,admin.,married,secondary,70,yes,no,yes
53,blue-collar,married,secondary,3079,no,no,no
53,admin.,married,secondary,459,no,no,yes
54,technician,single,tertiary,118,no,no,yes
54,technician,married,secondary,2102,yes,no,yes
34,blue-collar,married,secondary,800,no,no,yes
70,retired,married,tertiary,15834,no,no,no
44,management,married,secondary,2897,no,no,no
19,student,single,secondary,394,no,no,yes
24,student,single,secondary,4126,no,no,yes
49,management,married,tertiary,3842,no,no,no
39,management,divorced,tertiary,224,no,no,yes
53,technician,married,tertiary,9001,no,no,yes
50,management,married,tertiary,5108,yes,no,no
34,admin.,divorced,secondary,961,no,no,no
29,management,single,unknown,560,no,no,yes
30,management,married,tertiary,102,yes,no,yes
50,blue-collar,married,primary,82,no,no,yes
30,technician,single,tertiary,2325,no,no,no
50,unemployed,married,tertiary,377,no,no,no
32,management,single,secondary,1088,yes,no,yes
27,student,single,tertiary,13107,yes,no,yes
33,self-employed,single,tertiary,562,yes,yes,yes
80,retired,married,secondary,8304,no,no,no
33,management,single,tertiary,718,yes,no,yes
57,retired,married,unknown,230,no,no,yes
58,admin.,married,primary,1119,no,no,no
27,technician,single,tertiary,-67,yes,no,yes
37,admin.,married,secondary,0,yes,no,no
55,management,married,tertiary,3848,yes,no,yes
46,entrepreneur,married,tertiary,9,no,no,no
78,retired,divorced,primary,1389,no,no,yes
43,technician,divorced,unknown,4389,no,no,yes
34,management,married,tertiary,3696,no,no,yes
36,management,single,tertiary,579,no,no,yes
36,technician,single,secondary,12264,no,no,yes
69,retired,married,primary,2398,no,no,no
31,management,single,tertiary,3289,no,no,no
50,technician,married,tertiary,0,no,yes,no
29,technician,single,tertiary,218,yes,no,no
73,retired,divorced,secondary,7111,yes,no,no
33,self-employed,single,tertiary,658,yes,no,no
26,management,single,tertiary,1646,no,no,yes
29,management,single,tertiary,502,no,no,no
27,admin.,single,secondary,1327,no,no,no
51,entrepreneur,divorced,tertiary,2109,no,no,no
71,retired,divorced,secondary,3104,no,no,no
29,student,married,tertiary,10596,yes,no,no
25,student,single,tertiary,293,no,no,no
62,retired,married,secondary,2917,no,no,no
33,technician,married,secondary,5083,no,no,no
35,technician,married,secondary,2201,no,no,yes
29,admin.,single,secondary,1992,no,no,no
35,blue-collar,single,unknown,484,no,no,no
31,admin.,married,secondary,1229,no,no,yes
56,technician,married,secondary,147,no,no,no
25,unemployed,single,primary,129,no,no,yes
80,housemaid,married,secondary,499,no,no,no
62,self-employed,divorced,tertiary,6,yes,no,yes
49,admin.,married,secondary,197,yes,no,yes
30,management,single,tertiary,3779,no,no,yes
62,management,married,tertiary,0,no,no,no
25,blue-collar,single,secondary,1857,yes,no,yes
32,management,single,tertiary,2016,no,no,yes
36,management,single,tertiary,436,no,no,yes
40,technician,married,tertiary,11766,yes,no,yes
38,management,married,tertiary,413,no,no,yes
35,technician,single,tertiary,670,no,no,yes
45,blue-collar,single,primary,116,no,no,yes
25,blue-collar,single,primary,4599,no,no,no
36,management,single,unknown,62,no,no,yes
23,student,single,secondary,107,no,no,yes
38,technician,married,secondary,497,no,no,yes
44,services,married,primary,2557,yes,no,yes
70,retired,married,secondary,1310,no,no,no
35,management,single,tertiary,2646,no,no,yes
35,self-employed,married,tertiary,1178,yes,yes,no
75,retired,married,secondary,3771,no,no,yes
26,technician,single,tertiary,1066,no,no,yes
51,management,married,tertiary,469,no,no,yes
59,technician,married,secondary,1,no,no,yes
30,management,single,tertiary,232,no,no,yes
36,blue-collar,married,primary,1177,no,no,yes
39,technician,married,secondary,603,no,yes,yes
24,management,single,tertiary,736,yes,no,yes
62,retired,married,primary,1515,yes,no,no
33,student,single,unknown,2321,no,no,no
0,services,single,secondary,129,no,no,yes
36,management,married,tertiary,-115,yes,no,yes
35,management,divorced,tertiary,649,no,no,no
22,management,single,tertiary,104,no,yes,yes
31,blue-collar,single,secondary,4,no,no,no
21,student,single,secondary,546,no,no,no
34,management,married,tertiary,589,no,no,yes
35,admin.,married,tertiary,690,no,no,no
34,technician,single,secondary,1313,no,no,no
21,student,single,unknown,330,no,no,no
57,retired,married,secondary,3738,yes,no,no
22,student,single,primary,3472,no,no,yes
27,services,single,secondary,453,no,no,yes
73,retired,married,secondary,2850,no,no,no
57,management,married,tertiary,2845,yes,no,yes
60,entrepreneur,married,primary,2408,no,no,no
30,student,single,tertiary,7529,no,no,yes
55,unemployed,divorced,secondary,309,no,no,yes
36,management,single,tertiary,3669,no,no,no
38,blue-collar,divorced,secondary,0,yes,no,yes
39,blue-collar,single,secondary,1672,yes,no,yes
74,retired,married,tertiary,4912,no,no,no
38,technician,single,secondary,1711,no,no,yes
31,admin.,divorced,secondary,2980,no,no,no
43,self-employed,married,tertiary,3157,no,no,no
24,admin.,single,secondary,1295,no,no,yes
30,student,single,secondary,2046,no,no,yes
42,housemaid,divorced,primary,273,no,no,no
29,blue-collar,single,tertiary,455,no,no,yes
25,student,single,unknown,722,no,no,yes
31,housemaid,single,primary,26965,no,no,yes
52,technician,married,secondary,371,yes,yes,yes
58,entrepreneur,married,secondary,496,no,no,yes
51,management,married,secondary,335,no,no,no
26,management,single,tertiary,194,no,no,yes
64,retired,divorced,secondary,4833,no,no,no
62,technician,married,unknown,635,no,no,no
62,management,married,tertiary,997,no,no,yes
76,retired,divorced,primary,2693,no,no,no
40,technician,married,tertiary,206,no,no,yes
76,retired,married,secondary,820,no,no,yes
31,admin.,single,secondary,410,no,no,yes
61,retired,married,secondary,483,no,no,no
42,self-employed,married,secondary,1216,yes,no,yes
43,technician,single,unknown,11115,no,no,yes
73,retired,married,primary,796,no,no,yes
41,management,divorced,tertiary,5037,no,no,yes
31,admin.,single,secondary,81,yes,no,no
77,management,married,unknown,1780,yes,no,yes
46,admin.,divorced,primary,429,yes,no,yes
80,retired,divorced,primary,5861,no,no,no
35,technician,married,secondary,2779,no,no,yes
36,management,married,tertiary,2183,yes,no,no
31,management,married,tertiary,3160,yes,no,yes
41,technician,single,tertiary,431,no,no,no
26,management,single,tertiary,222,no,no,yes
46,blue-collar,married,secondary,1723,no,no,no
45,blue-collar,single,secondary,0,yes,no,yes
60,housemaid,married,primary,182,no,no,no
41,admin.,divorced,secondary,3823,no,no,no
29,management,single,tertiary,1445,no,no,yes
70,retired,married,secondary,2815,no,no,no
30,technician,single,tertiary,655,no,no,yes
34,management,married,tertiary,115,yes,no,no
35,technician,married,tertiary,0,yes,yes,no
26,unemployed,single,tertiary,77,no,no,yes
32,admin.,single,secondary,154,yes,no,no
34,admin.,single,secondary,607,no,no,no
77,retired,married,unknown,992,no,no,no
63,blue-collar,married,primary,115,no,no,yes
31,management,single,tertiary,725,yes,no,no
68,,married,primary,7945,no,no,no
61,housemaid,married,primary,848,no,no,no
37,unemployed,single,secondary,2722,no,no,yes
26,management,single,tertiary,1438,no,no,yes
37,admin.,married,tertiary,103,yes,yes,no
54,admin.,married,unknown,140,no,no,yes
30,admin.,single,secondary,915,yes,no,yes
61,retired,married,secondary,1058,no,no,yes
37,admin.,married,secondary,55,yes,yes,no
70,retired,married,secondary,616,no,no,no
69,retired,married,secondary,0,no,no,yes
76,self-employed,married,unknown,4984,no,no,yes
30,management,single,tertiary,697,no,no,yes
66,retired,married,primary,1004,no,no,no
64,retired,married,secondary,4787,no,no,yes
55,housemaid,married,secondary,962,yes,no,yes
55,technician,married,tertiary,1320,no,no,yes
32,admin.,married,tertiary,284,yes,no,yes
56,management,single,tertiary,15311,no,no,no
39,management,single,tertiary,5047,no,no,yes
29,management,single,tertiary,2955,no,no,yes
41,unemployed,married,tertiary,0,no,no,yes
79,retired,divorced,primary,20,no,no,no
59,management,married,tertiary,1,yes,no,yes
56,technician,married,secondary,0,yes,yes,no
63,retired,married,primary,12067,no,no,yes
49,technician,single,secondary,1245,no,no,no
45,admin.,married,secondary,3006,no,no,yes
48,admin.,married,secondary,2533,no,no,no
32,technician,single,tertiary,388,no,no,yes
33,management,single,tertiary,952,yes,no,yes
28,technician,single,secondary,631,no,no,no
41,self-employed,married,tertiary,0,yes,no,yes
25,student,single,secondary,108,no,no,yes
47,admin.,married,secondary,707,yes,no,no
37,management,married,secondary,565,no,no,yes
19,student,single,secondary,329,no,no,yes
32,management,married,tertiary,6138,no,no,no
61,retired,divorced,secondary,4243,no,no,yes
40,unemployed,single,tertiary,72,no,no,yes
30,management,married,tertiary,4328,no,no,yes
37,services,married,secondary,4017,no,no,yes
45,unemployed,married,secondary,7203,no,no,no
35,admin.,single,tertiary,364,no,yes,no
54,technician,married,tertiary,395,no,no,yes
49,admin.,married,secondary,0,no,no,yes
60,technician,married,secondary,2389,yes,yes,no
45,admin.,married,secondary,205,no,no,yes
38,management,married,tertiary,238,no,no,no
48,blue-collar,married,secondary,1730,yes,no,yes
48,management,married,tertiary,0,yes,no,no
60,blue-collar,married,primary,5,no,no,yes
34,unemployed,single,secondary,1965,no,no,yes
45,housemaid,married,secondary,360,no,no,no
50,technician,married,secondary,402,no,no,no
29,housemaid,single,tertiary,19,no,no,yes
77,retired,married,tertiary,7802,no,no,yes
33,services,married,secondary,1697,no,no,yes
36,unemployed,married,tertiary,7222,yes,no,no
51,management,single,tertiary,4305,yes,no,no
35,unemployed,single,tertiary,415,no,no,yes
64,management,married,unknown,2352,no,no,yes
80,retired,married,primary,155,no,no,yes
34,self-employed,married,tertiary,263,no,no,no
70,retired,married,primary,4982,no,no,no
29,admin.,single,secondary,3528,no,no,no
26,technician,single,tertiary,401,no,no,yes
32,admin.,married,tertiary,390,yes,yes,no
33,admin.,married,tertiary,79,yes,no,yes
37,management,married,secondary,565,no,no,no
30,management,married,tertiary,451,no,no,no
41,technician,single,tertiary,1646,yes,no,yes
28,management,single,tertiary,437,no,no,yes
74,retired,married,secondary,935,no,no,yes
33,blue-collar,single,secondary,228,no,no,no
29,student,single,unknown,2929,no,no,yes
26,student,single,secondary,440,no,no,no
72,retired,married,primary,2304,no,no,yes
27,management,single,secondary,145,yes,no,no
18,student,single,unknown,348,no,no,yes
54,housemaid,married,secondary,1182,yes,no,no
53,retired,married,secondary,4968,no,no,no
46,blue-collar,married,secondary,640,yes,no,yes
37,technician,married,tertiary,88,no,no,yes
67,retired,divorced,secondary,704,no,no,yes
47,admin.,married,tertiary,97,yes,no,no
56,management,divorced,tertiary,2037,no,no,no
60,housemaid,married,primary,182,no,no,no
34,blue-collar,married,secondary,1221,yes,no,no
36,admin.,single,tertiary,994,no,no,yes
37,blue-collar,single,secondary,7622,yes,yes,no
37,management,married,tertiary,2283,no,no,yes
37,technician,married,tertiary,4596,yes,no,no
32,technician,married,secondary,473,no,yes,yes
51,technician,married,tertiary,0,no,no,yes
77,unknown,married,unknown,397,no,no,yes
83,retired,married,secondary,0,no,no,no
35,management,married,tertiary,62,no,no,yes
47,blue-collar,married,tertiary,3745,no,no,no
42,admin.,married,unknown,756,no,no,no
53,management,married,tertiary,3634,no,no,yes
47,management,married,secondary,834,no,no,no
58,blue-collar,married,primary,226,yes,yes,no
32,technician,married,tertiary,2976,yes,no,no
80,retired,married,primary,594,no,no,no
46,management,married,tertiary,273,yes,no,yes
62,management,married,tertiary,1456,no,no,no
21,student,single,secondary,130,no,no,no
78,retired,married,primary,832,no,no,no
20,student,single,secondary,291,no,no,no
43,self-employed,married,tertiary,10072,no,no,no
66,retired,married,secondary,3409,no,no,no
44,services,single,secondary,618,no,no,yes
78,retired,divorced,secondary,3417,no,no,yes
42,management,married,tertiary,27696,no,no,yes
34,services,married,secondary,1076,no,no,yes
34,technician,married,secondary,133,no,no,yes
66,management,married,secondary,587,no,no,yes
40,management,single,tertiary,1509,no,no,no
54,management,married,tertiary,1624,no,no,yes
31,blue-collar,married,secondary,136,no,no,yes
33,services,married,secondary,386,no,no,yes
19,student,single,primary,608,no,no,yes
31,technician,single,secondary,1282,no,no,no
24,technician,single,secondary,598,no,no,yes
23,student,single,unknown,2530,no,no,yes
29,self-employed,single,tertiary,3290,no,no,yes
28,admin.,single,secondary,4745,no,no,yes
31,management,single,tertiary,533,no,no,yes
50,technician,married,tertiary,2611,no,no,no
22,student,single,secondary,123,no,no,no
55,technician,divorced,secondary,184,no,no,no
34,technician,single,tertiary,2838,yes,no,yes
54,blue-collar,divorced,primary,4401,no,no,yes
59,management,married,tertiary,138,yes,yes,no
32,unemployed,single,secondary,1026,yes,no,yes
54,unknown,married,secondary,2206,no,no,yes
27,self-employed,single,tertiary,168,no,no,no
77,retired,married,primary,3324,no,no,yes
40,admin.,married,secondary,260,yes,no,yes
63,retired,divorced,tertiary,0,no,no,yes
37,management,married,tertiary,2987,yes,no,yes
48,blue-collar,married,secondary,1230,yes,no,yes
27,blue-collar,single,secondary,535,no,no,yes
28,technician,single,secondary,2335,no,no,yes
35,management,married,tertiary,8000,no,no,yes
29,management,single,tertiary,-27,no,no,yes
68,retired,married,secondary,1146,no,no,yes
53,blue-collar,single,secondary,1004,no,no,yes
37,technician,single,tertiary,197,no,no,yes
65,retired,married,unknown,679,no,no,no
32,student,single,unknown,376,no,no,no
58,admin.,married,secondary,169,no,no,yes
37,management,married,tertiary,393,yes,no,yes
37,admin.,married,tertiary,29,no,no,yes
63,retired,married,secondary,1486,no,no,no
34,admin.,married,secondary,920,no,no,yes
26,services,married,secondary,104,no,no,no
50,admin.,married,secondary,3608,yes,no,yes
70,retired,married,secondary,1164,no,no,no
50,technician,divorced,secondary,0,yes,no,no
56,management,married,primary,870,no,no,yes
57,retired,married,primary,9367,no,no,yes
29,unemployed,single,primary,1374,no,no,yes
75,retired,married,tertiary,6027,no,no,yes
50,technician,married,tertiary,1830,no,no,no
35,technician,married,secondary,18,yes,yes,no
24,management,single,tertiary,1,no,no,yes
46,management,married,tertiary,349,no,no,yes
48,technician,divorced,secondary,-63,no,yes,no
29,technician,single,tertiary,865,no,no,no
54,management,divorced,tertiary,2152,no,no,no
56,blue-collar,married,secondary,448,yes,yes,yes
72,retired,married,secondary,5715,no,no,yes
74,retired,divorced,tertiary,3810,yes,no,no
27,student,single,tertiary,39,no,no,yes
52,management,married,tertiary,583,no,no,yes
50,admin.,married,secondary,2695,no,no,no
79,retired,married,primary,1058,no,no,no
38,management,married,tertiary,1276,no,no,yes
73,retired,married,secondary,2850,no,no,no
33,management,single,tertiary,2364,no,no,yes
49,admin.,married,secondary,209,no,no,no
53,admin.,married,secondary,53,yes,no,yes
64,retired,married,secondary,1612,no,no,yes
38,blue-collar,married,secondary,4321,no,no,no
27,unknown,single,tertiary,6421,no,no,no
84,retired,divorced,primary,639,no,no,yes
70,retired,divorced,primary,4531,no,no,no
62,retired,married,secondary,3114,no,no,yes
41,admin.,married,tertiary,1,yes,no,yes
29,admin.,single,secondary,1070,yes,no,yes
53,technician,married,secondary,195,yes,no,yes
30,technician,single,secondary,3144,no,no,yes
58,retired,married,secondary,1230,no,no,yes
61,admin.,married,unknown,1088,yes,no,no
46,management,single,secondary,5993,no,no,no
35,technician,single,tertiary,1880,no,no,yes
37,management,married,tertiary,3236,no,no,yes
67,management,married,secondary,3240,no,no,no
30,technician,single,tertiary,780,yes,no,no
60,management,married,secondary,0,no,no,no
78,retired,married,unknown,3208,no,no,yes
47,blue-collar,married,secondary,1568,yes,no,yes
61,technician,married,secondary,1191,no,no,yes
53,management,married,tertiary,1356,yes,no,no
47,admin.,married,secondary,368,no,no,yes
46,self-employed,married,secondary,706,no,no,yes
30,management,single,tertiary,499,yes,no,no
51,management,married,tertiary,2635,no,no,yes
70,management,married,secondary,4,no,no,no
31,blue-collar,single,secondary,411,no,no,no
31,unemployed,single,secondary,2616,no,no,yes
24,unemployed,single,secondary,2573,no,no,yes
21,student,single,secondary,215,no,no,yes
71,retired,married,primary,3230,no,no,yes
25,self-employed,single,unknown,1179,no,no,no
78,retired,married,primary,680,no,no,no
49,self-employed,divorced,tertiary,3293,no,no,no
52,admin.,single,secondary,726,yes,no,yes
27,technician,single,tertiary,2781,yes,no,yes
25,student,single,secondary,3713,no,no,yes
33,services,single,secondary,152,yes,no,yes
60,technician,married,secondary,0,no,no,yes
33,management,single,tertiary,576,no,no,no
28,student,single,secondary,1925,no,no,yes
30,admin.,single,secondary,265,yes,no,yes
29,unemployed,single,tertiary,70,no,no,yes
28,student,married,secondary,0,no,no,no
52,management,married,tertiary,388,no,no,yes
59,management,married,primary,1727,no,no,yes
38,technician,married,secondary,205,no,no,yes
56,management,married,tertiary,12356,yes,no,yes
33,services,single,secondary,2881,no,no,yes
31,technician,single,secondary,846,no,no,yes
39,management,married,tertiary,613,no,no,no
40,technician,married,secondary,2266,no,no,yes
33,management,single,tertiary,9317,no,no,no
28,technician,married,secondary,742,no,no,yes
66,management,married,unknown,2149,yes,no,yes
29,student,single,tertiary,459,no,no,no
27,blue-collar,single,tertiary,567,no,no,yes
32,admin.,single,secondary,344,no,no,yes
67,retired,married,primary,1430,no,no,yes
39,unemployed,divorced,secondary,265,yes,no,yes
46,housemaid,married,secondary,38,no,no,yes
58,management,married,secondary,139,no,no,no
29,technician,divorced,secondary,124,no,no,no
54,retired,married,secondary,3538,no,no,yes
23,student,single,tertiary,691,no,no,yes
47,services,divorced,unknown,973,no,no,yes
26,management,single,tertiary,531,no,yes,no
26,entrepreneur,single,secondary,681,no,yes,no
28,services,single,tertiary,128,no,no,yes
37,management,married,tertiary,1967,yes,no,no
32,management,married,tertiary,500,yes,no,no
60,admin.,divorced,secondary,162,no,no,no
55,services,divorced,secondary,379,no,no,no
27,admin.,single,secondary,1408,no,no,no
45,technician,married,secondary,1831,no,no,yes
63,blue-collar,married,secondary,641,no,no,yes
60,unemployed,married,secondary,1047,no,no,yes
29,blue-collar,single,tertiary,455,no,no,yes
32,admin.,single,secondary,554,yes,no,no
29,management,married,tertiary,8103,no,no,yes
59,retired,married,primary,4007,no,no,no
54,technician,married,secondary,65,no,no,no
23,student,single,secondary,922,no,no,yes
33,services,single,unknown,523,yes,no,yes
48,housemaid,married,secondary,0,no,no,yes
39,technician,married,tertiary,108,no,no,no
26,student,single,secondary,4613,no,no,yes
34,management,married,tertiary,813,yes,no,no
28,student,single,tertiary,118,no,no,no
83,retired,divorced,primary,0,no,no,no
33,management,married,tertiary,1388,yes,no,no
26,technician,single,tertiary,515,no,no,yes
55,unemployed,married,primary,1212,no,no,no
26,unemployed,single,secondary,1064,no,no,no
41,entrepreneur,married,tertiary,70,no,no,no
55,admin.,married,secondary,8304,no,no,yes
57,management,divorced,unknown,2986,no,no,no
30,admin.,married,secondary,0,no,no,yes
36,technician,married,secondary,1368,no,no,yes
33,admin.,single,tertiary,272,yes,no,yes
28,blue-collar,single,secondary,-46,yes,no,yes
65,retired,divorced,primary,1840,no,no,no
33,unemployed,single,secondary,427,no,no,no
28,services,single,secondary,168,no,no,yes
70,retired,married,primary,2346,no,no,no
51,management,married,tertiary,176,yes,yes,no
21,student,single,unknown,200,no,no,no
44,unemployed,married,secondary,317,yes,yes,no
31,management,single,tertiary,515,no,no,yes
28,management,single,tertiary,223,yes,no,yes
28,blue-collar,single,secondary,75,no,no,no
32,management,married,tertiary,1402,no,no,no
45,management,divorced,tertiary,0,no,no,no
36,self-employed,single,tertiary,134,no,yes,no
34,technician,single,secondary,1087,no,no,no
29,blue-collar,married,secondary,3310,no,no,no
49,admin.,single,tertiary,228,yes,no,yes
27,blue-collar,single,tertiary,644,no,no,yes
28,admin.,married,secondary,330,no,no,yes
37,admin.,divorced,tertiary,4708,no,no,yes
54,management,divorced,tertiary,496,no,no,no
65,admin.,married,secondary,952,no,no,yes
31,technician,single,secondary,90,no,yes,no
27,blue-collar,single,primary,268,no,no,no
62,management,married,tertiary,5008,no,no,no
30,technician,single,secondary,1165,no,no,yes
39,housemaid,divorced,secondary,70,no,no,no
26,technician,single,tertiary,1066,no,no,no
62,management,married,tertiary,0,yes,yes,no
30,management,married,tertiary,1288,no,no,no
33,technician,single,tertiary,172,no,no,no
51,management,married,tertiary,0,no,no,yes
56,admin.,married,secondary,699,no,no,no
22,services,single,secondary,361,no,no,no
68,retired,married,unknown,3701,no,no,no
38,admin.,married,secondary,0,yes,no,yes
36,technician,divorced,secondary,2823,yes,no,yes
35,management,single,tertiary,3544,yes,no,yes
23,student,single,tertiary,508,no,no,no
63,retired,divorced,secondary,1490,no,no,yes
39,services,married,secondary,1970,yes,no,no
59,blue-collar,married,secondary,448,no,no,no
34,admin.,married,secondary,592,yes,no,no
49,management,divorced,tertiary,1405,no,no,no
59,management,married,tertiary,101,no,yes,no
63,retired,married,primary,48,no,no,yes
34,management,married,tertiary,158,no,no,yes
36,services,married,secondary,4721,no,no,yes
31,management,married,tertiary,877,no,no,yes
28,management,single,tertiary,187,no,no,yes
80,retired,married,secondary,8304,no,no,yes
39,blue-collar,married,secondary,276,no,no,yes
34,services,divorced,secondary,44,no,no,no
83,retired,married,tertiary,4761,no,no,no
31,management,single,tertiary,147,no,no,yes
39,services,married,secondary,323,no,no,yes
50,admin.,married,secondary,2971,no,no,no
27,admin.,single,secondary,240,yes,yes,no
50,technician,single,tertiary,2,no,no,no
30,blue-collar,single,secondary,799,no,no,yes
73,retired,married,primary,508,no,no,no
67,retired,married,unknown,2540,no,no,yes
29,blue-collar,single,secondary,322,no,no,yes
36,management,married,tertiary,495,no,no,yes
24,student,single,unknown,358,no,no,yes
58,management,married,tertiary,256,no,no,no
